original_id,පාලි වචනය,කෙටි ව්‍යා,පද බෙදීම,සිංහල තේරුම,සංඥා නාම විස්තරය ,ව්‍යාකරණ විස්තරය ,නිරුක්තිය
51,අකතපුඤ්ඤතා,ඉ,(න > අ+කත+පුඤ්ඤ+තා),පින් නොකළ තත්ත්වය,,අකතපුඤ්ඤ' + 'තා' භාවකාරක තද්ධිත ප්‍රත්‍යය → අකතපුඤ්ඤතා.,
52,අකතපුබ්බ,විශේ,(න > අ+කත+පුබ්බ),පෙර නොකළ,,"සමාස පදයකි: 'අකත' (නිෂේධාර්ථ 'අ' + √කර් + 'ත' අතීත කෘදන්ත ප්‍රත්‍යය, 'නොකළ') + 'පුබ්බ' (පෙර) → අකතපුබ්බ. තත්පුරුෂ සමාසයකි.",
67585,අකතබහුමාන,විශේ,,ගෞරව නොකළ,,"සමාස පදයකි: 'අකත' (නිෂේධාර්ථ 'අ' + √කර් + 'ත' අතීත කෘදන්ත ප්‍රත්‍යය, 'නොකළ') + 'බහුමාන' (ගෞරවය) → අකතබහුමාන. තත්පුරුෂ සමාසයකි.",
67586,අකතබුද්ධි,විශේ,,බුද්ධිමය පුහුණුවක් නොලද,,"සමාස පදයකි: 'අකත' (නිෂේධාර්ථ 'අ' + √කර් + 'ත' අතීත කෘදන්ත ප්‍රත්‍යය, 'නොකළ') + 'බුද්ධි' (බුද්ධිය/පුහුණුව) → අකතබුද්ධි. බහුව්‍රීහි සමාසයකි.",
GAP1-66,අකතභාව,පු,(අකත+භාව),නොකළ තත්ත්වය,,"අකත' (නිෂේධාර්ථ 'අ' + √කර් + 'ත' අතීත කෘදන්ත ප්‍රත්‍යය, 'නොකළ') + 'භාව' (භාවකාරක තද්ධිත ප්‍රත්‍යය, 'තත්ත්වය') → අකතභාව. 'නොකළ තත්ත්වය' යන අර්ථය.",
53,අකතභීරුත්තාණ,විශේ,(අකත+භීරුත්තාණ),බියට රැකවරණයක් නොසැපයූ,,"සමාස පදයකි: 'අකත' (නිෂේධාර්ථ 'අ' + √කර් + 'ත' අතීත කෘදන්ත ප්‍රත්‍යය, 'නොකළ') + 'භීරුත්තාණ' (බියට රැකවරණය) → අකතභීරුත්තාණ. තත්පුරුෂ සමාසයකි.",
54,අකතභූමිභාග,පු,(අකත+භූමිභාග),භාවිතා නොකළ භූමි කොටස,,"සමාස පදයකි: 'අකත' (නිෂේධාර්ථ 'අ' + √කර් + 'ත' අතීත කෘදන්ත ප්‍රත්‍යය, 'නොකළ') + 'භූමිභාග' (භූමි කොටස) → අකතභූමිභාග. තත්පුරුෂ සමාසයකි.",
55,අකතමල්ලක,පු,,වැඩ නොකළ සූරන උපකරණය,,"සමාස පදයකි: 'අකත' (නිෂේධාර්ථ 'අ' + √කර් + 'ත' අතීත කෘදන්ත ප්‍රත්‍යය, 'නොකළ') + 'මල්ලක' (සූරන උපකරණය) → අකතමල්ලක. තත්පුරුෂ සමාසයකි.",
56,අකතයොග්ග,විශේ,(න > අ+කත+යොග්ගා+අ),පුරුදු නොකළ,,"සමාස පදයකි: 'අකත' (නිෂේධාර්ථ 'අ' + √කර් + 'ත' අතීත කෘදන්ත ප්‍රත්‍යය, 'නොකළ') + 'යොග්ග' (පුහුණුව/සුදුසුකම) → අකතයොග්ග. තත්පුරුෂ සමාසයකි.",
67587,අකතරස්ස,විශේ,,(ව්‍යාකරණ) කෙටි නොකළ (ස්වරය),,"සමාස පදයකි: 'අකත' (නිෂේධාර්ථ 'අ' + √කර් + 'ත' අතීත කෘදන්ත ප්‍රත්‍යය, 'නොකළ') + 'රස්ස' ((ව්‍යාකරණ) හ්‍රස්ව ස්වරය) → අකතරස්ස. තත්පුරුෂ සමාසයකි.",
57,අකතලුද්ද,විශේ,(න > අ+කත+ලුද්ද),දරුණු ක්‍රියා නොකළ,,"සමාස පදයකි: 'අකත' (නිෂේධාර්ථ 'අ' + √කර් + 'ත' අතීත කෘදන්ත ප්‍රත්‍යය, 'නොකළ') + 'ලුද්ද' (දරුණු ක්‍රියාව) → අකතලුද්ද. තත්පුරුෂ සමාසයකි.",
67588,අකතවිධාන,විශේ,(න > අ+කත+විධාන),නිර්මාණය නොකළ,,"සමාස පදයකි: 'අකත' (නිෂේධාර්ථ 'අ' + √කර් + 'ත' අතීත කෘදන්ත ප්‍රත්‍යය, 'නොකළ') + 'විධාන' (සැලසුම/නිර්මාණය) → අකතවිධාන. තත්පුරුෂ සමාසයකි.",
59,අකතවෙදිතා,ඉ,(න > අ+කත+වෙදී+තා),කෘතවේදී නොවීම,,අකතඤ්ඤුතා' (42) ට සමානාර්ථක සමාස පදයකි: නිෂේධාර්ථ 'අ' + 'කත' + 'වේදිතා' (√විද් 'දැනීම' + 'තා') → අකතවේදිතා.,
60,අකතවෙදී,විශේ,(න > අ+කත+වෙදී),කෘතවේදී නොවූ,,අකතවේදිතා' (59) හි විශේෂණ රූපයකි — 'කතවේදී' + නිෂේධාර්ථ 'අ' → අකතවේදී.,
67589,අකතසංකෙත,විශේ,,නියමයක් නොකළ,,"සමාස පදයකි: 'අකත' (නිෂේධාර්ථ 'අ' + √කර් + 'ත' අතීත කෘදන්ත ප්‍රත්‍යය, 'නොකළ') + 'සංකේත' (නියමය) → අකතසංකේත. තත්පුරුෂ සමාසයකි.",
67590,අකතසංවිධාන,න,,තවම නොපවතින (ඇඳුම්) නිෂ්පාදනය,,"සමාස පදයකි: 'අකත' (නිෂේධාර්ථ 'අ' + √කර් + 'ත' අතීත කෘදන්ත ප්‍රත්‍යය, 'නොකළ') + 'සංවිධාන' (සැලසුම/සැකසීම) → අකතසංවිධාන. තත්පුරුෂ සමාසයකි.",
67591,අකතසංසග්ග,විශේ,,නොදන්නා,,"සමාස පදයකි: 'අකත' (නිෂේධාර්ථ 'අ' + √කර් + 'ත' අතීත කෘදන්ත ප්‍රත්‍යය, 'නොකළ') + 'සංසග්ග' (ඇසුර/හුරුව) → අකතසංසග්ග. බහුව්‍රීහි සමාසයකි — 'හුරුව නොකළ' → 'නොදන්නා'.",
58,අකතසහාය,විශේ,(අකත+සහාය),සමාජයට නැවත එකතු නොවූ,,"සමාස පදයකි: 'අකත' (නිෂේධාර්ථ 'අ' + √කර් + 'ත' අතීත කෘදන්ත ප්‍රත්‍යය, 'නොකළ') + 'සහාය' (සගයා/සමාජය) → අකතසහාය. තත්පුරුෂ සමාසයකි.",
61,අකතහත්ථ,විශේ,(න > අ+කත+හත්ථ),අකුසලී,,"සමාස පදයකි: 'අකත' (නිෂේධාර්ථ 'අ' + √කර් + 'ත' අතීත කෘදන්ත ප්‍රත්‍යය, 'නොකළ') + 'හත්ථ' (අත) → අකතහත්ථ. බහුව්‍රීහි සමාසයකි — 'පුහුණු අතක් නොමැති' → 'අකුසලී'.",
64,අකත්තබ්බ 1,කි,√කර්,නොකළ යුතුය,,"නිෂේධාර්ථ 'අ' + 'කත්තබ්බ' (√කර් + 'තබ්බ' විධ්‍යර්ථ/කෘත්‍ය කෘදන්ත ප්‍රත්‍යය, 'කළ යුතු') → අකත්තබ්බ. නඤ්-තත්පුරුෂ සමාසයකි.",
73713,අකත්තබ්බ 2,න,√කර් (න > අ+√කර්+තබ්බ),නොකළ යුතු,,අකත්තබ්බ' හි ම නපුංසක නාම පද රූපයකි.,
67596,අකත්තබ්බපටිකම්ම,විශේ,,සුව කළ නොහැකි,,සමාස පදයකි: 'අකත්තබ්බ' + 'පටිකම්ම' (පිළියම/ප්‍රතිකාරය) → අකත්තබ්බපටිකම්ම. බහුව්‍රීහි සමාසයකි — 'ප්‍රතිකාර කළ නොහැකි' → 'සුව කළ නොහැකි'.,
67597,අකත්තබ්බවිරති,ඉ,(අකත්තබ්බ+විරති),නොකළ යුතු දේ වැළැක්වීම,,සමාස පදයකි: 'අකත්තබ්බ' + 'විරති' (වැළැක්වීම) → අකත්තබ්බවිරති. තත්පුරුෂ සමාසයකි.,
GAP1-67,අකත්තු,පු,,යහපත් ප්‍රතිචාරයක් නොදක්වන,,"නිෂේධාර්ථ 'අ' + 'කත්තු' (√කර් + 'තු' කර්තෘකාරක ප්‍රත්‍යය, 'කරන්නා') → අකත්තු. නඤ්-තත්පුරුෂ සමාසයකි — 'ක්‍රියා නොකරන්නා'.",
65,අකත්තුකාම,විශේ,(න > අ+කත්තුං+කාම),කිරීමට අකැමති,,සමාස පදයකි: 'අකත්තු' + 'කාම' (කැමැත්ත) → අකත්තුකාම. බහුව්‍රීහි සමාසයකි — 'කිරීමට අකැමැත්තෙන් යුත්තා'.,
66,අකත්ථ,අතී,,කළහ,,අකත්ථ' — √කර් ධාතුවට 'අ' ආගම හා අජ්ජතනී මධ්‍යම පුරුෂ බහුවචන 'ත්ථ' ප්‍රත්‍යය එකතුවීමෙන් සෑදුණු ක්‍රියා පද විභක්ති රූපයකි ('ඔබ සියල්ල කළහ'). සමාසයක් නොවේ.,
67,අකත්ථමාන 1,මික්‍රි,√කත්ථ් (න > අ+කත්ථ+මාන),පුරසාරම් නොදෙඩූ,,අකත්ථමාන' — නිෂේධාර්ථ 'අ' + √කත්ථ් (පුරසාරම් දෙඩීම) ධාතුවට 'මාන' වර්තමාන කාල කෘදන්ත ප්‍රත්‍යය → අකත්ථමාන. නඤ්-තත්පුරුෂ සමාසයකි.,
67599,අකත්ථමාන 2,මික්‍රි,√කත්ථ් (න > අ+කත්ථ+මාන),පුරසාරම් නොදොඩන,,අකත්ථමාන' හි ම නැවත යෙදුමකි.,
68,අකත්වා 1,පූ,√කර් (න > අ+√කර්+ත්වා),නොකර,,අකත්වා' — නිෂේධාර්ථ 'අ' + √කර් ධාතුවට 'ත්වා' පූර්වකාලීන ක්‍රියා (absolutive) ප්‍රත්‍යය එකතුවීමෙන් සෑදුණකි → අකත්වා ('නොකර'). සමාසයක් නොවේ.,
GAP-A1-155,අකතාතිරිත්ත,විශේ,(අකත+අතිරිත්ත),ඉතිරි ලෙස නම් නොකළ,,"සමාස පදයකි: 'අකත' (නිෂේධාර්ථ 'අ' + √කර් + 'ත' අතීත කෘදන්ත ප්‍රත්‍යය, 'නොකළ') + 'අතිරිත්ත' (ඉතිරි ලෙස තැබූ) → අකතාතිරිත්ත (ස්වරසන්ධි: අ+අ→ආ). කර්මධාරය සමාසයකි.",
